feature_1,feature_2,feature_3,feature_4,feature_5,target
0.2934162385263143,-0.9455987130962934,-0.4211051468286003,0.4068160209004009,0.525661832417739,-82.1546665555647
-0.8360840806474628,-0.1892280392866733,-0.7764026177554616,-1.0538312443683504,0.5979968518687305,-48.897960181744516
0.23642511445888462,0.13283601805996662,-0.14772298221810215,0.6998539625571709,-0.18736416314034837,77.27037069642637
0.17531181240346855,0.1431942402457451,-0.5811109561361512,-0.12210693315313069,-1.2921680664344648,-2.988580812931591
-1.6930109677935627,0.5427118716999985,-2.7987294187458764,-0.686723042967696,1.2440768269143616,-37.5967221222241
-1.0553292507383647,-0.8748071826646979,0.5807531763097288,-0.7735409383400201,1.0708879014338242,-122.40526319541374
-0.8247070361782342,0.49942691278512574,1.2932806355814725,-0.24067070514186661,-0.41913554496415867,1.4137409588302887
-1.9366023534296166,0.5837080912616155,-0.5211346807294744,-0.6317243809055025,-1.0307285504376915,-13.306542654693121
0.6474307964808662,-0.26540116904883626,0.3270796043204411,0.45782886658448446,-1.757592124477416,-25.754697999669503
-1.1330292355001137,-0.8391316394979839,-0.5478093686713169,0.5517679681654404,-0.6391728398987969,-57.07775436628268
-2.0157338559627265,0.10263549562566468,-0.13628179727539386,-0.02166611945660641,0.7435109047152878,-41.96469420406653
0.9957054870939747,0.404432689586486,-0.65090354651137,0.1474222432832303,-0.3735535771540333,78.08048569390992
-2.2002232571865927,0.0944377930625199,-2.4303265219415153,-0.6929140822071348,-0.6684517413761644,-93.63936149342362
-0.3007699568076508,-0.8114628261957526,-1.9371109837107834,-0.9552166483071362,0.44493920329206155,-133.31763800289798
0.17731503929048756,-1.4648893052432461,0.59215767034679,-0.7686788913137297,1.1612646343303243,-159.59081532087728
-0.08315764287389311,0.5086794699920663,-0.9233583627284787,-0.09697869585963831,-0.1831985626995303,25.327815233768803
0.8547404909265996,-0.9523286062904698,-0.04700696782065463,-0.4543863766545612,0.6350961040566335,-59.74138549330047
-1.0443889192166917,-0.6562315717927729,-0.6300978747119129,1.1340758541183709,-0.4478741952626676,8.007755826242253
-0.6254930690318877,0.788249235949201,-0.5397303689411533,0.007926176844144622,0.5126379030349166,13.124382888236198
-0.329591817610958,0.6183108261047449,-0.2051467303993174,0.4855968625390613,0.1386798275364474,50.72980227199659
-0.9398831939063921,-0.13847170737182216,-0.2909457095814633,-0.3797337699947794,1.2774497478061413,-56.4102812514651
-0.1643417064453124,2.28222194700175,0.6460081687978317,0.34504103827439475,0.6152536783396192,244.66624870168314
-0.8883647854375553,-1.6431895087197244,-0.4105438968462025,0.48351491913044814,-1.6406376029086285,-139.5338955552169
0.6795593235333629,-1.3321317871323608,-0.7887159445596624,-1.0286972190233445,0.7714146674450313,-172.59950283087056
1.2020009723923926,1.7086716866135694,0.6388321796241899,0.018433346717865735,-1.36110191369863,209.46784502825741
0.7517058128476519,1.5652830213924351,-0.08059767658189587,-0.1551694313158,0.023564701188042297,177.7029414608721
-0.06769884088568001,0.1395944404318393,-1.175735937105512,-0.5058153953043855,0.9890577313892261,27.292169962333787
-2.1592166550086596,0.35643780331332237,1.7401459104348136,-0.10887195538577664,-0.40018258158601133,-34.38300171387427
0.7131869907854369,-1.4826530038889632,-0.3593872499955444,0.9041550191109062,-0.7264037072238707,-50.976779609164055
1.8562297325178665,1.3544853620547546,0.9386109353977046,0.9432043662960666,0.3102177927162094,217.97681299553304
0.5887838506170442,-1.9556780043279884,0.7006183654698369,0.011343273501196675,0.14197958077618392,-174.7438397566247
-0.20163271398830235,-0.3617520332538633,-0.15102032538757573,-2.3370341881018413,0.5840936689957136,-130.1860152217056
0.5886622721366062,0.5220446764721192,0.1947751669627567,-0.7608147162748107,-1.1552186651119103,17.351203986768734
-0.22262963524423424,-0.17072301814762855,0.40153001729130605,-0.3405702260929832,-2.096750081137381,-16.904883876807283
-1.163273484353345,-1.1289893584746764,-1.4973454814150973,0.16916222738214234,0.06907313760503707,-151.77717604193487
-0.14427120810179508,0.31771549172066327,-0.1090835359321015,1.4934849114104494,-0.358208516347799,79.19716952666448
